author;author_type;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_m2;price;district;street;house_number;underground;residential_complex
Комьюнити;real_estate_agent;https://www.cian.ru/sale/flat/294201734/;Москва;sale;flat;3;4;-1;21.0;457142;9600000;Преображенское;Суворовская ;19С1;Преображенская площадь;
Группа Родина;developer;https://www.cian.ru/sale/flat/293200784/;Москва;sale;flat;8;13;1;25.0;396000;9900000;;;к3А;Ольховая;Рашен Дизайн Дистрикт ЖК
Ташир;developer;https://www.cian.ru/sale/flat/271161234/;Москва;sale;flat;8;21;-1;34.7;330000;11451000;Очаково-Матвеевское;Аминьевское шоссе;6;Давыдково;West Tower (Апартаменты бизнес-класса)
А101;developer;https://www.cian.ru/sale/flat/279712537/;Москва;sale;flat;12;18;2;53.6;238432;12779990;;;1.3;Коммунарка;Дзен-кварталы ЖК
Татьяна Серебрякова;realtor;https://www.cian.ru/sale/flat/293051213/;Москва;sale;flat;5;14;2;54.0;277777;14999999;Марьино;Братиславская ;6К1;Братиславская;
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/sale/flat/294302746/;Москва;sale;flat;21;22;4;101.0;206435;20850000;Марьино;Поречная ;21;Марьино;
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/292311493/;Москва;sale;flat;27;28;3;56.3;568383;32000000;Даниловский;Дубининская ;59А;Серпуховская;Павелецкая сити
ALVO Group;real_estate_agent;https://www.cian.ru/sale/flat/292414471/;Москва;sale;flat;3;20;2;64.0;593750;38000000;Беговой;Бумажный проезд;4;Белорусская;Клубный дом SOHO+NOHO
ЗАПАДНЫЙ САД;real_estate_agent;https://www.cian.ru/sale/flat/293800651/;Москва;sale;flat;6;27;4;101.1;445093;44999000;Раменки; Янковского;1к2;Аминьевская;Событие
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/294626498/;Москва;sale;flat;38;46;3;92.1;520629;47950000;Даниловский;Дубининская ;59к3;Серпуховская;Павелецкая сити
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/294566604/;Москва;sale;flat;7;15;3;109.8;1055198;115860810;Дорогомилово;Студенческая ;20к1;;
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/286073988/;Москва;sale;flat;4;6;4;168.0;708333;119000000;Замоскворечье;Голиковский переулок;5;Третьяковская;
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/sale/flat/281642517/;Москва;sale;flat;7;9;3;135.0;962962;130000000;Замоскворечье; Бахрушина;13;Павелецкая;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/293906419/;Москва;sale;flat;3;6;4;200.0;700000;140000000;Арбат;переулок Плотников;21С1;Смоленская;
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/272987516/;Москва;sale;flat;17;17;-1;350.0;428571;150000000;Тверской;Новослободская ;11;Новослободская;
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/279149346/;Москва;sale;flat;6;7;4;178.7;1006715;179900000;Раменки;Минская ;2Вк5;Минская;Снегири Эко
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/292400888/;Москва;sale;flat;3;6;3;152.5;1350000;205875000;Якиманка; Большая Полянка;9С7;Третьяковская;Cloud Nine
ID 413522;realtor;https://www.cian.ru/sale/flat/291398977/;Москва;sale;flat;9;11;4;199.37;1178712;235000000;Хамовники; Усачева;11И;Спортивная;Садовые кварталы
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/sale/flat/290255997/;Москва;sale;flat;6;8;4;233.2;1500857;350000000;Хамовники;переулок Хилков;1;Кропоткинская;Парк Палас
Евгений Блинников;realtor;https://www.cian.ru/sale/flat/292599251/;Москва;sale;flat;2;2;-1;26.0;269230;6999999;Савеловский;Писцовая ;16С5;Петровский Парк;
На Петровке Продажа-Аренда;real_estate_agent;https://www.cian.ru/sale/flat/294510799/;Москва;sale;flat;2;9;2;42.3;336879;14250000;Южнопортовый;7-я Кожуховская ;20а;Дубровка;
Forma;developer;https://www.cian.ru/sale/flat/289788189/;Москва;sale;flat;18;22;1;25.4;578775;14700885;Печатники;Южнопортовая ;;Печатники;Portland
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/286552195/;Москва;sale;flat;16;16;2;66.0;246969;16300000;Южное Бутово; Поляны;5Ак1;Улица Скобелевская;Столичные поляны
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/290431236/;Москва;sale;flat;17;20;1;43.61;440265;19200000;Левобережный;Ленинградское шоссе;69;Беломорская;Aquatoria
Cristall Realty;real_estate_agent;https://www.cian.ru/sale/flat/294550879/;Москва;sale;flat;14;17;3;75.0;320000;24000000;Черемушки; Обручева;35К3;Калужская;
Трейд-ин Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/294294035/;Москва;sale;flat;9;20;3;104.4;272988;28500000;Москворечье-Сабурово; Москворечье;31к1;Кантемировская;Миллион Алых Роз
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/290159670/;Москва;sale;flat;8;14;3;83.7;376344;31500000;Лефортово;шоссе Энтузиастов;3к2;Москва-Товарная;Символ
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/287296776/;Москва;sale;flat;6;11;3;79.7;401505;32000000;Лефортово;шоссе Энтузиастов;1к2;Москва-Товарная;Символ
ID 109930260;homeowner;https://www.cian.ru/sale/flat/295055711/;Москва;sale;flat;10;18;2;56.0;625000;35000000;Гагаринский;Ленинский проспект;67к2;Университет;Университетский
Optima Development;developer;https://www.cian.ru/sale/flat/293990853/;Москва;sale;flat;3;41;1;53.3;667760;35591626;Хорошевский;Ленинградский проспект;37/5;Аэропорт;Прайм Парк
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/286082192/;Москва;sale;flat;9;41;2;76.0;532894;40500000;Раменки;1-й Сетуньский проезд;6С6;Воробьёвы горы;Hide
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/291960356/;Москва;sale;flat;6;8;3;98.6;456389;45000000;Раменки; Лобачевского;120к3;Аминьевская;Событие
ZAPAD REALTY - офис Маршала Жукова;real_estate_agent;https://www.cian.ru/sale/flat/292744905/;Москва;sale;flat;17;22;3;90.0;553333;49800000;Кунцево;Рублевское шоссе;101;Молодёжная;Vander Park
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/294573080/;Москва;sale;flat;28;46;4;95.3;571878;54500000;Даниловский;Дубининская ;59К2;Серпуховская;Павелецкая сити
HOUSE MALL - Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/294559419/;Москва;sale;flat;34;59;-1;165.0;333333;55000000;Ростокино;проспект Мира;188Бк3;Ростокино;Триколор
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/294770491/;Москва;sale;flat;10;25;4;98.0;571428;56000000;Раменки; Янковского;1к2;Аминьевская;Событие
Правит;real_estate_agent;https://www.cian.ru/sale/flat/291440758/;Москва;sale;flat;3;16;4;117.3;664961;78000000;Замоскворечье;Мытная ;7с1;Серпуховская;Английский квартал
Chase R.E.S.;real_estate_agent;https://www.cian.ru/sale/flat/284405795/;Москва;sale;flat;9;23;4;160.0;490625;78500000;Очаково-Матвеевское;Староволынская ;12к4;Славянский бульвар;Волынский
Delight  Realty;real_estate_agent;https://www.cian.ru/sale/flat/287253845/;Москва;sale;flat;4;6;4;167.8;709177;119000000;Замоскворечье;Голиковский переулок;5;Третьяковская;
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/291531568/;Москва;sale;flat;8;8;4;200.5;593516;119000000;Тверской;Сущевская ;31;Менделеевская;
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/293888101/;Москва;sale;flat;3;6;4;201.0;696517;140000000;Арбат;переулок Плотников;21С1;Смоленская;
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/291161841/;Москва;sale;flat;17;17;5;350.0;428571;150000000;Тверской;Новослободская ;11;Новослободская;
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/sale/flat/272126679/;Москва;sale;flat;11;15;4;227.64;2500000;569100000;Хамовники; Усачева;15кА;Спортивная;Садовые кварталы
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/275372721/;Москва;sale;flat;7;8;-1;340.0;1735294;590000000;Арбат;Большой Афанасьевский переулок;28;Арбатская;Большой Афанасьевский пер, вл.24
А101;developer;https://www.cian.ru/sale/flat/287627184/;Москва;sale;flat;6;18;1;32.5;394631;12825520;;;5.2.2;Прокшино;Прокшино ЖК
Level Group;developer;https://www.cian.ru/sale/flat/293823624/;Москва;sale;flat;12;32;1;21.1;646614;13643559;Хорошево-Мневники;Причальный проезд;10А;Шелепиха;Level Причальный
А101;developer;https://www.cian.ru/sale/flat/288822171/;Москва;sale;flat;2;16;1;37.5;579226;21720988;Сокол; Зорге;;Зорге;Дом на Зорге
Prime;real_estate_agent;https://www.cian.ru/sale/flat/284806741/;Москва;sale;flat;5;14;1;45.0;777777;35000000;Раменки;;к13;Минская;Вест Гарден ЖК
Prime;real_estate_agent;https://www.cian.ru/sale/flat/286552260/;Москва;sale;flat;2;14;3;70.0;657142;46000000;Раменки;проспект Генерала Дорохова;39к1Г;Минская;Собрание клубных домов West Garden
TROIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/289021840/;Москва;sale;flat;16;28;4;106.4;526315;56000000;Раменки;Винницкая ;8к4;Минская;Настоящее
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/277043547/;Москва;sale;flat;8;25;4;137.0;419708;57500000;Раменки; Лобачевского;120к3;Аминьевская;Событие
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/295127901/;Москва;sale;flat;4;8;5;117.0;654700;76600000;Пресненский;Большая Садовая ;3С1;Маяковская;
BELFORT;real_estate_agent;https://www.cian.ru/sale/flat/292713052/;Москва;sale;flat;4;20;3;90.0;917777;82600000;Пресненский;Мантулинская ;9к1;Деловой центр;City Park
